Date,Day,Open,High,Low,Close,Volume
2024-11-01 11:28:00,5,69461.9,69497.8,69458,69497.9,0.59845931
2024-11-01 11:29:00,5,69497.9,69501.8,69497.8,69504.8,0.34562402
2024-11-01 11:30:00,5,69501.9,69514.9,69493.6,69515,0.85754865
2024-11-01 11:31:00,5,69514.9,69535.9,69514.8,69536,1.4288179
2024-11-01 11:32:00,5,69535.9,69536.3,69524,69537.9,1.84917137
2024-11-01 11:33:00,5,69536.3,69496.5,69484,69536.4,3.06275843
2024-11-01 11:34:00,5,69496.6,69510,69496.5,69524,0.78383492
2024-11-01 11:35:00,5,69510,69506.1,69496.6,69515.9,0.4866956
2024-11-01 11:36:00,5,69506.1,69534.9,69500,69535,0.85058
2024-11-01 11:37:00,5,69535,69536.3,69526.6,69553.9,4.89106156
2024-11-01 11:38:00,5,69536.4,69546.2,69536.3,69546.3,0.41354796
2024-11-01 11:39:00,5,69546.2,69532,69526,69546.2,0.48631556
2024-11-01 11:40:00,5,69531.9,69543.9,69531.9,69543.9,0.16276199
2024-11-01 11:41:00,5,69544,69555.9,69543.9,69570,2.14172717
2024-11-01 11:42:00,5,69556,69562,69546,69562,0.48295335
2024-11-01 11:43:00,5,69561.9,69573.9,69552.1,69574,0.66523317
2024-11-01 11:44:00,5,69574,69571.9,69562.6,69574,0.40154109
2024-11-01 11:45:00,5,69572,69617.8,69570.1,69617.8,2.15213721
2024-11-01 11:46:00,5,69617.9,69595.9,69595.9,69617.9,2.28876608
2024-11-01 11:47:00,5,69596.6,69625.4,69596.5,69625.5,2.21473122
2024-11-01 11:48:00,5,69625.5,69620.5,69609.3,69625.5,1.12069162
2024-11-01 11:49:00,5,69620.5,69591.7,69591.6,69620.5,2.52680099
2024-11-01 11:50:00,5,69591.6,69619,69578.1,69622,6.16848851
2024-11-01 11:51:00,5,69619.1,69594,69592.1,69619.1,1.30075124
2024-11-01 11:52:00,5,69594.1,69565.9,69560,69594.1,3.4098413
2024-11-01 11:53:00,5,69566,69556.3,69549.9,69566,1.39582098
2024-11-01 11:54:00,5,69556.4,69562.1,69548,69567,3.38368523
2024-11-01 11:55:00,5,69562.2,69551.7,69551.7,69569.4,1.9917474
2024-11-01 11:56:00,5,69551.7,69547.6,69544,69551.8,0.74759551
2024-11-01 11:57:00,5,69547.7,69537.1,69534.4,69547.7,0.71797612
2024-11-01 11:58:00,5,69537.1,69562.9,69537.1,69586,2.58849067
2024-11-01 11:59:00,5,69562.1,69600.9,69562,69601,2.25635333
2024-11-01 12:00:00,5,69601,69575.3,69575.3,69611.8,0.4845085
